Uma rapariga está a voar um papagaio.,Uma rapariga a correr está a voar um papagaio.,4.0
Um homem está a montar um touro mecânico.,Um homem montou um touro mecânico.,4.0
O homem está a tocar a guitarra.,Um homem está a tocar guitarra.,4.909
Uma mulher está a dançar e a cantar com outras mulheres.,Uma mulher está a dançar e a cantar à chuva.,3.0
Um homem está a cortar um pãozinho.,Um homem está a cortar uma cebola.,2.4
Um homem está a deitar óleo para uma frigideira.,Um homem está a deitar óleo numa frigideira.,4.2
Um leão está a brincar com as pessoas.,Um leão está a brincar com dois homens.,3.4
Um cão monta um skate.,Um cão está a andar de skate.,5.0
Alguém está a esculpir uma estátua.,Um homem está a esculpir uma estátua.,3.75
Uma mulher está a cortar uma cebola.,Um homem está a cortar uma cebola.,2.75
Uma mulher descasca camarão.,Uma mulher está a descascar camarão.,5.0
Uma mulher está a fritar peixe.,Uma mulher está a cozinhar peixe.,4.0
Uma mulher está a tocar uma guitarra eléctrica.,Uma mulher está a tocar guitarra.,3.6
Um tigre bebé está a brincar com uma bola.,Um bebé está a brincar com uma boneca.,1.6
Uma pessoa está a cortar um tomate.,Uma pessoa está a cortar alguma carne.,1.75
Uma pessoa corta uma cebola.,Uma pessoa está a cortar uma cebola.,5.0
Um homem está a tocar piano.,Uma mulher está a tocar violino.,1.0
Uma mulher está a tocar flauta.,Um homem está a tocar guitarra.,1.0
Um homem está a cortar uma batata.,Um homem está a cortar cenouras.,2.375
Uma criança está a tocar guitarra.,Um rapaz está a tocar guitarra.,3.8
Um rapaz está a tocar guitarra.,Um homem está a tocar guitarra.,3.2
Um homem está a tocar guitarra.,Um rapaz está a tocar guitarra.,3.2
Um rapazinho está a tocar um teclado.,Um rapaz está a jogar um quadro de teclas.,4.4
Um homem está a tocar guitarra.,Um homem está a tocar uma guitarra eléctrica.,3.75
Um cão lambe um bebé.,Um cão está a lamber um bebé.,4.75
Uma mulher está a cortar uma cebola.,Um homem está a cortar e cebola.,3.2
Um homem está a tocar guitarra.,Um homem está a tocar bateria.,1.556
Uma mulher está a cortar uma pimenta.,Uma mulher está a cortar uma pimenta vermelha.,3.938
Um homem está a tocar bateria.,Um homem toca o tambor.,5.0
Uma mulher monta um cavalo.,Uma mulher está a montar um cavalo.,5.0
Um homem está a comer uma banana junto a uma árvore.,Um homem está a comer uma banana.,4.0
Um gato está a jogar um quadro-chave.,Um homem está a tocar dois teclados.,1.6
Um homem corta uma árvore com um machado.,Um homem corta uma árvore com um machado.,4.75
Uma criança brinca com um telefone de brinquedo.,Um rapazinho brinca com um telefone de brinquedo.,3.5
Um homem conduz uma motocicleta.,Um homem está a montar um cavalo.,1.4
Um homem conduz uma motocicleta.,Um homem está a montar um cavalo.,1.4
Um esquilo está a girar em círculos.,Um esquilo anda às voltas em círculos.,4.0
Um homem e uma mulher estão a beijar-se.,Um beijo de homem e mulher.,5.0
Um homem está a entrar num carro.,Um homem está a entrar num carro numa garagem.,3.833
Um homem está a dançar.,Um homem está a falar.,0.6
Um homem está a tocar guitarra e a cantar.,Um homem está a tocar guitarra.,2.917
Uma pessoa está a cortar cogumelos.,Uma pessoa está a cortar cogumelos com uma faca.,4.2
Uma cria de tigre está a fazer um som.,Um tigre está a andar por aí.,2.0
Uma pessoa está a cortar cebolas.,Uma pessoa está a descascar uma cebola.,2.6
Um homem está a tocar piano.,Um homem está a tocar trompete.,1.6
Uma mulher está a descascar uma batata.,Uma mulher está a descascar uma maçã.,2.0
Uma pankda está a comer bambu.,Um urso panda está a comer um pouco de bambu.,4.2
Uma pessoa está a descascar uma cebola.,Uma pessoa está a descascar uma beringela.,2.0
Um macaco empurra outro macaco.,O macaco empurrou o outro macaco.,4.8
Um esquilo anda às voltas em círculos.,Um esquilo está a mover-se em círculos.,4.4
Um homem está a atar o seu sapato.,Um homem amarra o seu sapato.,5.0
Um rapaz está a cantar e a tocar piano.,Um rapaz está a tocar piano.,3.0
Um cão está a comer melancia.,Um cão está a comer um pedaço de melancia.,4.25
Uma mulher está a picar brócolos.,Uma mulher está a picar brócolos com uma faca.,4.25
Um homem está a descascar uma batata.,Um homem descascou um potatoe.,3.8
Uma mulher está a tocar guitarra.,Um homem toca uma guitarra.,2.4
Uma mulher está a cortar tomate.,Um homem está a cortar cebola.,1.6
Um homem nada debaixo de água.,Uma mulher está a nadar debaixo de água.,2.0
Um homem e uma mulher estão a falar.,Um homem e uma mulher estão a comer.,1.6
Um cão pequeno está a perseguir uma bola de ioga.,Um cão está a perseguir uma bola.,4.0
Os homens estão a jogar cricket.,Os homens estão a jogar basquetebol.,2.2
Um homem parte numa motocicleta.,Um homem anda de motocicleta.,4.4
Um homem está a tocar guitarra.,Um homem está a cantar e a tocar uma guitarra.,3.6
O homem falou ao telefone.,O homem está a falar ao telefone.,3.6
Um homem está a pescar.,Um homem está a fazer exercício.,0.5
Um homem está a levitar.,Um homem está a falar.,0.8
Dois rapazes estão a conduzir.,Duas baías estão a dançar.,0.6
Um homem está a montar a cavalo.,Uma rapariga está a montar um cavalo.,2.6
Um homem anda de bicicleta.,Um macaco está a andar de bicicleta.,2.0
Um homem está a cortar batatas.,Uma mulher está a descascar batata.,2.2
Uma mulher está a descascar uma batata.,Um homem está a cortar batata.,2.4
Um homem está a tocar guitarra.,Someoen está a tocar guitarra.,3.6
Uma mulher está a cortar um alho-porro.,Uma mulher está a cortar gengibre.,2.2
O homem cortou uma placa de papel.,Um homem está a cortar uma placa de papel.,4.8
O homem está a tocar a guitarra.,Um homem está a tocar flauta.,1.643
Um homem está a tocar piano.,O homem está a tocar violino.,1.75
Uma mulher está a cortar alguma carne.,Uma mulher está a preparar alguma carne.,2.25
Um homem está a tocar no seu teclado.,Um homem está a tocar um piano de teclado.,4.0
A senhora cortou a cebola verde em pedaços.,A senhora cortou uma cebolinha verde.,4.8
Alguém está a sentar macarrão na água.,Uma mulher está a ferver macarrão na água.,3.2
Lionel Richie está a dançar no tecto.,Lionel Ritchie dança enquanto está de pé no tecto.,4.0
Um homem está a tocar um piano.,Uma pessoa está a tocar piano.,4.4
Uma mulher está a tocar flauta.,Uma mulher toca numa flauta.,4.6
Um rapaz está a verificar uma calandra.,Um rapaz está a olhar para um calendário.,3.8
Uma mulher está a cortar uma cebola.,Uma mulher está a picar cebolas.,4.8
Um homem está a tocar guitarra.,Um homem toca uma guitarra.,4.857
Uma mulher está a usar uma máquina de costura.,Uma mulher está a coser numa máquina.,5.0
Uma mulher está a virar panquecas.,Um cozinheiro de desenhos animados está a atirar panquecas ao ar.,2.533
Um homem está a correr na estrada.,Um carro está a conduzir na estrada.,1.0
Um homem está a montar a cavalo.,Um homem está a falar ao telefone.,1.0
Um homem anda de bicicleta.,Um homem está a montar a cavalo.,2.0
Uma mulher está a dançar.,Um homem está a comer.,0.143
Um homem está a tocar um piano.,Um homem está a tocar uma flauta.,2.0
Um homem está a tocar uma flauta.,Um homem está a tocar um piano.,1.6
Um homem está a girar.,Um homem está a dançar.,1.6
Um macaco está a balançar de membro para membro.,Um macaco está a balançar de árvore em árvore.,3.4
As pessoas saíram do comboio.,As pessoas saíram do comboio na estação.,4.0
Um cão está a saltar sobre um trampolim.,Um cão salta sobre um trampolim.,4.8
Um rapaz está a tocar um instrumento.,Um homem toca uma trombeta.,2.5
Uma mulher toca a guitarra.,Um homem canta e toca guitarra.,1.75
Uma mulher está a escolher uma lata.,Uma mulher está a cortar um tomate.,1.0
Um homem está a escalar uma corda.,Um homem sobe por uma corda.,5.0
Um homem está a levantar um carro.,Um homem está a escalar uma parede.,1.4
Um homem e uma mulher estão a descer a rua num jipe.,Um homem e uma mulher estão a conduzir um veículo ao ar livre na estrada.,4.0
O homem sem camisa sentou-se numa cadeira.,Um homem sem camisa está sentado numa cadeira.,3.8
Duas mulheres estão a lutar.,Duas mulheres estão a lutar no chão.,4.0
O cachorro jogou com uma bola de ténis azul.,Um cachorro está a brincar com uma bola de ténis.,4.0
Um canguru está a comer qualquer coisa.,Um canguru está a comer.,4.8
Um gato está a tocar um piano.,Um homem está a tocar guitarra.,0.6
O homem cortou um tapete com uma faca.,Um homem está a cortar o tapete com uma faca.,4.75
Uma mulher está a conduzir uma scooter motorizada por uma estrada.,Um homem está a conduzir uma lambreta a motor.,2.2
alguém está a cortar um vegetal.,Alguém está a cortar um tomate.,3.0
Uma mulher está a dançar.,Um homem está a falar.,0.0
Um cão lambe a baba de um bebé.,Um cão lambe um bebé.,2.2
Um homem está a remar um barco.,Um homem está a cortar um tomate.,0.4
Um homem corta batatas.,Um homem corta batatas.,4.8
Uma mulher está a cortar alho em pedaços.,A mulher está a cortar em cubos o alho.,4.8
Um animal que corre em círculos.,Um esquilo corre em círculos.,3.8
Um homem caminha lentamente através de uma ponte de corda.,Um rapaz está a atravessar uma ponte.,3.0
Um homem está a tocar guitarra.,Um homem sentado numa sala está a tocar a guitarra.,4.0
Um homem toca a flauta.,Um homem está a tocar uma flauta.,5.0
Uma mulher racha dois ovos numa tigela de vidro.,Uma mulher está a rachar um ovo para dentro de uma tigela.,3.8
Um homem está a cortar um peixe.,Um homem tem coragem para pescar.,3.0
Dois homens estão a embalar malas no porta-bagagens de um carro.,Os homens estão a colocar malas no porta-bagagens do carro.,4.4
Um homem deita óleo em alguns tomates.,O homem deitou óleo sobre os tomates cortados.,3.8
Um homem está a cortar alguma coisa.,Um homem está a cortar um pãozinho.,3.0
Um homem está a remar uma canoa.,Um homem está a tocar harpa.,0.667
Um homem e uma mulher caminham juntos pela floresta.,Um homem e uma mulher andam de braço dado através de uma área arborizada.,4.0
A mulher apanhou o canguru.,Uma mulher pega num canguru bebé.,3.75
Os peixes estão a nadar.,Um peixe está a nadar.,4.133
Duas mulheres misturam algo num processador de alimentos.,Duas mulheres fazem algo num liquidificador.,4.0
Uma pessoa está a surfar uma onda grande.,Uma pessoa está a surfar.,3.6
Um homem está a tocar guitarra.,Um homem está a apunhalar um alvo.,1.2
Um homem está a tocar flauta numa banda.,Um homem está a tocar guitarra.,1.6
O homem espalhou manteiga sobre o pão.,Um homem está a espalhar manteiga no pão.,4.0
Uma pessoa está a ferver macarrão.,Uma mulher está a ferver macarrão na água.,4.0
Um grupo de pessoas dança numa colina.,Um grupo de pessoas está a dançar.,3.2
Um homem está a dançar lá fora.,Um homem está a tocar flauta.,1.0
Uma mulher está a alimentar um homem.,Uma mulher está a misturar carne.,1.0
Um homem está a colocar uma frigideira num forno.,Uma mulher está a cortar uma cebola.,0.6
Uma mulher está sentada a uma secretária.,Uma mulher está a montar um burro.,0.4
Os medicamentos transportam um doente numa maca.,Um médico apressa um doente numa maca.,3.4
Uma mulher está a tocar flauta em palco.,A mulher está a tocar a flauta.,3.6
Dois pandas bebés estão a brincar.,Dois pandas estão a juntar-se.,3.0
Um bebé está a rir-se.,Um bebé está a rir-se e a rir-se.,4.0
Um homem está a tocar guitarra.,Um rapaz está a tocar um piano.,1.2
Um homem está a dobrar papel.,Uma mulher está a cortar uma pimenta.,0.6
Três mulheres estão a dançar.,O homem está a dançar.,1.6
Os gatos estão a brincar uns com os outros.,Dois gatos estão a lutar um contra o outro.,2.6
Uma pessoa está a escrever.,Uma pessoa está a escrever com um lápis.,3.6
Um homem está a correr.,Um homem está a correr por uma estrada.,3.5
A mulher está a enrolar a massa.,Uma mulher é farinha e massa de enrolar.,3.765
Uma mulher está a adicionar especiarias a uma carne.,A mulher está a adicionar açúcar à carne.,2.75
Uma mulher está a adicionar óleo sobre os peixes.,Uma mulher está a deitar água sobre o peixe.,2.25
Um jovem rapaz está a segurar uma guitarra.,Um rapazinho está a tocar guitarra.,2.75
Uma chita está a correr.,Uma chita corre sobre um campo.,3.8
O homem está a comer pizza.,Um homem está a comer uma fatia de pizza.,4.8
Um orangotango anda de autocarro.,Um macaco está a cavalgar num autocarro.,3.6
Um homem e uma mulher falam num restaurante.,Um homem e uma mulher estão a andar de bicicleta.,1.2
Um homem está a tocar guitarra.,Um homem está a limpar uma porta de vidro.,0.4
Uma rapariga está a cantar e a tocar uma guitarra.,Um jovem está a cantar enquanto toca guitarra.,2.4
Uma rapariga está a comunicar com a linguagem gestual.,Uma jovem está a usar linguagem gestual.,3.941
Uma mulher está a fazer exercícios de peso.,Uma mulher está a arranjar o seu cabelo.,0.5
Um homem está a entrar dentro de um carro.,Um homem idoso está a entrar num carro vermelho.,3.75
Uma grande bola verde derruba uma batata.,Uma grande bola verde atinge uma batata.,4.0
Um gato está a tocar teclados.,Um gato está a tocar um piano.,3.0
Dois cães nadam numa piscina.,Os cães estão a nadar numa piscina.,4.2
O homem usou um helicóptero para cortar a cebola.,O homem usou uma máquina para cortar uma potatoa.,2.0
Uma mulher corta tofu.,Uma mulher está a cortar tofu.,5.0
Uma manada de veados está a atravessar a rua.,Uma manada de caribus está a atravessar uma estrada.,3.0
A pessoa está a montar o cavalo.,Um homem está a montar um cavalo.,3.8
Alguém está a alimentar um animal.,Alguém está a tocar um piano.,0.0
Alguém está a cortar tortila.,Alguém está a montar um cavalo.,0.0
Alguém está a misturar ingredientes.,Alguém está a coser coisas.,0.25
Um galo bica-se a um rato morto.,Uma galinha está a bicar-se a um rato morto.,4.0
Uma mulher segura um canguru.,Uma mulher está a apanhar um canguru.,3.25
Um homem está a brincar com sapos,Um gato está a brincar com uma câmara.,0.75
Dois homens estão a falar.,Dois homens estão a tocar guitarra.,1.5
Um homem espalha manteiga sobre um grande pedaço de pão.,Um homem está a manchar manteiga numa fatia de pão de alho.,3.5
Um homem está a correr através de um fio alto.,Um homem está a correr à corda.,3.0
Um homem está a cortar um relvado.,Uma mulher está a cortar um limão.,0.2
Um homem está a abrir uma porta.,Um homem está a tocar guitarra.,0.8
Um homem está a cortar uma batata em pedaços.,Um homem está a cortar uma batata.,4.2
A mulher está a cortar o polvo cozido.,Uma mulher está a picar polvo.,3.8
Um homem está a perfurar tábuas.,Um cão está a correr através da água.,0.4
Um homem está a dançar.,Um homem está a comer pão.,0.8
Alguém está a tocar um piano.,Um homem está a tocar guitarra.,1.2
Duas raposas estão a comer de um prato num pátio de tijolos.,As raposas estão a comer de um prato.,2.8
Um rapaz está a tocar um teclado-mudo.,Um rapaz está a tocar piano.,3.2
Uma pessoa toca um teclado.,Alguém está a tocar um teclado.,5.0
Um homem está a disparar uma arma.,Um homem está a cuspir.,0.0
Alguém está a cortar uma cebola.,Someoen está a descascar uma batata.,1.0
Um homem está a nadar.,Uma mulher está a cortar carne.,0.0
Um homem está a tocar guitarra.,Um homem toca uma guitarra acústica.,3.75
Uma mulher está a cortar uma abóbora.,Uma mulher está a montar um elefante.,0.4
Uma mulher está a dançar.,Uma mulher está a amassar a massa.,0.4
Uma mulher está a rachar ovos numa tigela.,Uma mulher está a colocar espetos sobre um cabide.,0.6
Um carro está em movimento através de uma estrada.,Um carro está a conduzir na estrada.,4.0
Alguém está a lubrificar uma frigideira.,Smeone está deitado.,0.4
Um homem está a tocar guitarra.,Um homem está a drenar massa.,0.4
Uma mulher está a beber vodka.,Uma mulher está a fazer exercício.,0.4
Uma mulher está a cortar a carne em pedaços.,Uma mulher está a cortar alguma carne.,4.8
Um homem está a enxaguar um bife.,Um homem está a tocar guitarra.,0.6
Um homem está a vender artigos.,Um homem está a limpar a casa.,0.8
Um homem está a saltar uma parede.,Um homem salta para uma parede curta.,3.2
Os corredores correm à volta de uma pista.,Os corredores competem numa corrida.,3.2
Um homem está a chutar uma bola de futebol.,Um homem está a misturar uma tigela.,0.6
Uma mulher está a fritar alguma coisa.,Uma mulher está a montar um cavalo.,0.6
Um gato está a lamber uma ventosa.,Uma mulher está a fatiar pepino.,0.0
Uma mulher está a dançar junto a uma fogueira.,Uma mulher está a tomar banho.,1.4
O homem está a cortar um peixe aberto.,Um homem está a cortar uma batata.,2.2
A manteiga está a derreter numa frigideira.,Um homem está a derreter manteiga numa frigideira.,3.6
Três rapazes estão a dançar.,As crianças estão a dançar.,3.111
Uma mulher está a jogar um jogo com um homem.,Um homem está a tocar piano.,0.6
O homem está a conduzir um carro branco.,Um homem está a dar uma entrevista.,0.4
Um homem conduzia o seu carro.,Um homem está a conduzir um carro.,4.25
Um carro volta a sair de um espaço.,Um carro está a recuar para fora de uma faixa bloqueada.,3.0
Um homem põe algum queijo numa pizza.,O homem polvilhou queijo na pizza.,5.0
O rapaz está a tocar piano.,Um rapaz toca um piano.,5.0
O homem tocou a sua guitarra.,Um homem está a tocar guitarra.,3.75
Um homem está a montar um cavalo.,Um homem está a tocar um teclado.,0.2
Um homem está a caminhar sobre uma corda.,Um homem está a montar um mo-pad.,0.4
Uma rapariga está a tocar uma flauta.,Uma banda está a tocar num palco.,1.286
As pessoas saem de um comboio.,Um grupo de pessoas sai de um comboio.,4.6
Uma mulher está a coser numa máquina.,Uma mulher está a preparar alguma carne.,0.6
Um cão está a olhar para a piscina.,Um cão está a passear à volta de uma piscina.,2.0
Um homem está a untar um pedaço de pão.,Um homem está a aplicar manteiga no pão.,5.0
Um homem está a cortar o tomate em pedaços.,Uma mulher está a cortar alguns vegetais.,1.8
Três raparigas adolescentes dançaram na sala.,Algumas raparigas adolescentes estão a dançar para a câmara.,2.4
Um leão está a andar.,Um leão está a passear numa caneta.,2.4
Um homem a disparar contra um carro.,Um homem está a cortar uma batata.,0.4
Um cavalo preto está a correr por aí.,O cavalo está a correr.,4.2
Uma mulher está a desovar o camarão.,Um homem está a dançar à chuva.,0.0
Um homem está a montar um cavalo.,Uma mulher está a lavar um congelador.,0.0
Um homem caminha por um caminho.,Um homem caminha através de uma corda apertada.,0.8
Um homem está a cortar uma batata.,Uma mulher está a cortar um jalepeno.,1.4
Um cão está a ladrar a uma bola.,Um cão nada depois de uma bola de ténis.,1.5
Um miúdo foge de um peixe a baloiçar numa cana de pesca.,Um miúdo anda a correr à volta de uma cana de pesca.,2.5
Um homem caminha ao longo de um caminho através de um deserto.,Um homem está a caminhar por uma estrada.,2.5
Um idoso está a falar num pódio.,Um homem está a fazer um discurso no pódio.,3.5
Um homem a montar um cavalo em câmara lenta.,Um homem está a montar a cavalo.,3.4
Uma pessoa está a cortar algum queijo burrata.,A pessoa está a cortar queijo.,3.8
O homem está a disparar uma espingarda automática.,Um homem está a disparar uma arma.,3.8
Um homem esmaga alho com a parte de trás de uma faca.,Uma mulher está a cortar carne com uma faca.,1.5
Uma mulher está a preencher as suas unhas com uma tábua de esmeril.,Uma mulher está a alimentar o seu bebé com um biberão.,0.5
Um homem está a andar de skate.,Uma mulher está a cortar uma batata.,0.0
Uma mulher está a tomar um duche.,Um homem está a montar um cavalo branco.,0.0
Um homem está a dançar.,Um homem está a montar um cavalo.,0.8
Um homem está a remar um barco.,Um homem está a disparar de uma arma.,0.85
Um homem está a balançar a partir de uma corda presa ao tecto.,Um homem está a balançar sobre uma corda.,3.4
Uma mulher está a montar um cavalo numa praia.,Um homem está a carregar outro homem às costas.,0.4
Um homem segura um pequeno animal numa mão.,Um homem exibe um macaco pequeno.,1.75
Uma pessoa está a dobrar uma folha de papel quadrado.,Um homem está a dobrar papel.,3.25
Uma pessoa está a fritar carne numa frigideira.,Uma pessoa está a segurar uma doninha.,0.75
Um chimpanzé está a magoar uma mulher.,Um homem está a conduzir um carro.,0.0
A mulher está a descascar o camarão.,O homem está a segurar um lémure.,0.0
Duas zebras estão a tocar.,As zebras estão a socializar.,4.25
Uma mulher está a fatiar manteiga.,Uma mulher corta tofu.,1.8
Alguns homens estão a tocar guitarra.,Três homens estão a tocar guitarras e a cantar juntos.,3.2
Os elefantes pulverizaram água sobre si próprios.,Os elefantes borrifam-se a si próprios com água.,3.6
Um cão sentou-se no balcão de uma loja.,O cão está de pé no balcão.,2.6
Alguém faz um furo numa faixa de madeira com um berbequim eléctrico.,Um homem faz um furo num pedaço de madeira.,3.2
Uma mulher está a cortar alguns vegetais.,A mulher está a cortar em cubos o alho.,2.8
Um texugo está a cavar um buraco.,Um texugo está a cavar a terra.,4.6
Uma mulher está a praticar esqui aquático num lago.,Um homem está a tocar uma flauta.,0.0
Uma rapariga está a tocar violino.,Um bebé está a rir-se e a rir-se.,0.25
Um helicóptero está a aterrar num heliporto.,Um helicóptero aterra.,3.923
Uma mulher está a cortar uma galinha.,Uma mulher está a cortar carne.,2.75
Uma mulher está a cortar um pepino.,Um homem está a tocar guitarra.,0.0
Uma mulher monta um elefante em frente de uma multidão adorável.,Uma mulher monta um elefante.,3.0
Um cachorro está a deslizar para trás ao longo do chão.,Um cachorro está a empurrar-se para trás.,3.8
Uma mulher divide os dentes de alho.,Uma mulher está a partir uma cabeça de alho em dentes.,4.6
Um cão está a olhar para a piscina.,Um cão está a passear à beira de uma piscina.,2.6
Uma mulher mistura um tratamento de beleza num copo.,Uma mulher está a misturar um creme num copo com uma colher.,3.6
Um homem está a fazer um desenho.,Uma pessoa está a desenhar.,3.6
Uma mulher está a apanhar tomates.,Uma mulher está a deitar massa numa tigela.,1.0
Um homem está a olhar para um monitor de computador.,Um homem está a usar um computador portátil.,2.75
O rapaz está a montar um triciclo.,Uma mulher anda de scooter de água.,1.25
Dois homens competem numa corrida de rolamento de pneus.,Duas pessoas viraram os pneus de tractores numa corrida.,2.75
Uma pessoa está a cortar uma carne.,Uma pessoa a montar um touro mecânico,0.0
Um homem está a tocar violino.,Uma mulher está a usar uma máquina de costura.,0.0
O bebé gatinhou através da porta.,Um bebé está a engatinhar pelo chão.,2.4
Um homem está a tocar teclado.,Uma pessoa está a tocar um piano.,2.2
Um homem está a cheirar duas pizzas.,Uma mulher está a alimentar um homem.,0.2
Um macaco puxa a cauda de um cão.,Um macaco está a provocar um cão no jardim zoológico.,2.8
Um cão deita-se de costas sobre um chão de madeira.,Um cão está deitado no chão.,4.0
Uma mulher está a fritar algo na frigideira.,Um homem está a tocar a sua guitarra.,0.0
Um homem põe tempero numa tigela de água.,O homem adicionou tempero à água numa tigela.,5.0
Uma mulher idosa está a deitar óleo numa frigideira.,Um homem amarrado está a pôr na água.,0.0
Uma mulher está a cortar uma cebola.,Uma mulher está a cortar parcialmente em metade de uma cebola.,3.2
A mulher apanhou o canguru.,Uma mulher está a carregar um canguru.,3.5
Um cão que morde numa lata.,Um cão abre uma lata de comida.,1.75
Uma mulher está a desossar um peixe.,Um homem apanha um peixe.,1.25
Um homem está a cortar relva.,Um homem está a rebentar betão.,0.833
Um gato está a ver uma televisão.,Um homem está a cortar uma licença.,0.0
O rapaz está preso na porta da casa do cão.,Uma criança está presa numa casa de cão.,3.75
As pessoas atiram-se para uma piscina.,Os homens estão a cair dentro de uma piscina.,2.75
Uma mulher nada debaixo de água.,Uma mulher está a nadar.,3.8
Um homem está a tocar guitarra.,Uma mulher está a dançar.,0.2
Um avião está a voar no ar.,Um avião da South African Airways está a voar num céu azul.,3.4
Um urso está a fugir de dois cães.,Um urso está a combater lobos.,1.4
Uma mulher está a descansar numa jangada flutuante.,Uma mulher relaxa num tubo interior.,3.8
Um homem está a morrer num bloco operatório.,Um homem está a beijar uma mulher no palco.,0.4
Um homem está a segurar uma folha.,Uma mulher está a ver televisão.,0.0
Uma pessoa está a montar um cavalo.,Uma mulher está a cortar batatas.,0.0
Uma mulher está a cortar o polvo.,Um homem está a tocar guitarra.,0.0
Um homem está a partir jarros de água.,Uma mulher está a descascar alho.,0.2
Um homem está a tocar guitarra.,Uma mulher está a cortar vegetais.,0.0
Uma rapariga está a comer um bolinho.,Um homem está a cortar um pepino.,0.0
A menina brincava na relva com um cão e uma bola.,Um bebé brinca com um cão e uma bola.,3.8
As pessoas montam e remam uma jangada.,Quatro pessoas estão a flutuar sobre uma jangada.,2.25
A senhora cortou um potatoe.,Um homem está a cortar uma batata.,2.4
O míssil explodiu.,Um foguete explodiu.,3.2
Um cão está a brincar na neve.,Um cão está a penhorar uma mosca no tapete antes dele.,1.6
Uma mulher está a dançar com outras mulheres.,Uma mulher está a triturar galinha.,0.4
Um rapaz está a empurrar uma carrinha.,Uma pessoa está a cortar um tomate.,0.0
Um rapaz está a fazer alguns passos de dança.,Um rapaz está a derramar algo de um jarro.,0.4
Uma mulher está a abrir um refrigerante e a bebê-lo.,Uma mulher está a cavalgar sobre um elefante.,0.6
Um homem está a montar peças de altifalantes.,Um homem está a tocar guitarra.,1.0
O cão caminhou ao longo da borda da piscina.,Um cão está a passear ao longo de uma piscina.,4.6
Manteiga está a ser colocada numa tigela.,Um homem a cortar manteiga numa tigela de mistura.,4.25
Os guaxinins estão a comer.,Um homem está a comer.,1.5
Alguém caiu de um cavalo.,Um homem é derrubado de um cavalo.,3.5
Uma mulher descasca uma maçã.,Um homem rebenta rodas numa motocicleta.,0.0
Um homem está a ter algumas aulas de matemática.,Um homem está a enxaguar um bife.,0.0
Os animais estão a brincar na água.,Dois homens estão a jogar pingue-pongue.,0.0
Um homem está a montar um cavalo e a saltar obstáculos.,Um homem está a chutar uma bola de futebol.,0.333
Uma pessoa está a fazer truques de lápis com a sua mão.,Uma pessoa está a cortar cenouras ao meio.,0.333
A pessoa incendiou as câmaras.,Uma pessoa está a soprar as câmaras de queimar.,3.333
O homem está a cortar a fita a partir da caixa.,Um homem está a abrir uma caixa.,4.333
Um homem está a pescar no rio.,Um homem está a cantar enquanto caminha na calçada.,0.8
Um homem anda de bicicleta.,Uma mulher está a dançar na rua.,0.2
Um homem está a fazer flexões de braço.,Uma mulher está a cortar um pouco de polvo.,0.0
Um homem está a tocar guitarra.,Uma mulher está a cortar alguma carne de porco.,0.0
O rapazinho está a cantar e a tocar guitarra.,Um bebé está a tocar guitarra.,2.8
